_Sr No.,World Ranking,Germany Ranking,_University Name,University Name,Course Type,Course Name,Course World Ranking,Teaching language,_language Req.,_Admission without IELTS/TOFEL,Required German Grade,GRE,Tution Fee (Per semester),Beginning Semester,Application DeadLine,Duration,Go to course website,Submit application to,_Daad SIte,Updated By,Checked By,Post writing ,Comment,
995,2724,102,FH Aachen University of Applied Sciences,<a href="https://howtoabroad.com/fh-aachen-university-of-applied-sciences/" title="FH Aachen University of Applied Sciences" target="_blank" >FH Aachen University of Applied Sciences</a>,Bachelor's degree,Bachelor of Engineering in Mechanical Engineering,,German,,,,,none,Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4009/,,,,,
996,2724,102,FH Aachen University of Applied Sciences,<a href="https://howtoabroad.com/fh-aachen-university-of-applied-sciences/" title="FH Aachen University of Applied Sciences" target="_blank" >FH Aachen University of Applied Sciences</a>,Bachelor's degree,Bachelor of Engineering in Physical Engineering,,German,,,,,none,Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4011/,,,,,
1051,2724,102,FH Aachen University of Applied Sciences,<a href="https://howtoabroad.com/fh-aachen-university-of-applied-sciences/" title="FH Aachen University of Applied Sciences" target="_blank" >FH Aachen University of Applied Sciences</a>,Bachelor's degree,Global Business and Economics (Bachelor of Science),,English,,,,,none,Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4849/,,,,,
1213,2724,102,FH Aachen University of Applied Sciences,<a href="https://howtoabroad.com/fh-aachen-university-of-applied-sciences/" title="FH Aachen University of Applied Sciences" target="_blank" >FH Aachen University of Applied Sciences</a>,Master's degree,Master of Science in Aerospace Engineering (MSc),,English&German,,,,,none,Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3854/,,,,,
1217,2724,102,FH Aachen University of Applied Sciences,<a href="https://howtoabroad.com/fh-aachen-university-of-applied-sciences/" title="FH Aachen University of Applied Sciences" target="_blank" >FH Aachen University of Applied Sciences</a>,Master's degree,Master of Science in International Automotive Engineering,,German&English,,,,,none,Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3823/,,,,,
1218,2724,102,FH Aachen University of Applied Sciences,<a href="https://howtoabroad.com/fh-aachen-university-of-applied-sciences/" title="FH Aachen University of Applied Sciences" target="_blank" >FH Aachen University of Applied Sciences</a>,Master's degree,Master of Science in Mechatronics,,German&English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3697/,,,,,
998,2724,102,FH Aachen University of Applied Sciences,<a href="https://howtoabroad.com/fh-aachen-university-of-applied-sciences/" title="FH Aachen University of Applied Sciences" target="_blank" >FH Aachen University of Applied Sciences</a>,Bachelor's degree,Bachelor of Science in Applied Chemistry,86 (For Chemistry),German,,,,,none,Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3997/,,,,,
510,8056,305,University of Applied Sciences Schmalkalden,<a href="https://howtoabroad.com/fh-schmalkalden-university-of-applied-sciences/" title="University of Applied Sciences Schmalkalden" target="_blank" >University of Applied Sciences Schmalkalden</a>,Master's degree,Master of Arts in International Business and Economics,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3975/,,,,,
791,8056,305,University of Applied Sciences Schmalkalden,<a href="https://howtoabroad.com/fh-schmalkalden-university-of-applied-sciences/" title="University of Applied Sciences Schmalkalden" target="_blank" >University of Applied Sciences Schmalkalden</a>,Master's degree,MEng Mechatronics and Robotics,,English,,,,,none,Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6347/,,,,,
230,2203,91,Frankfurt School of Finance & Management,<a href="https://howtoabroad.com/frankfurt-school-of-finance-and-management/" title="Frankfurt School of Finance & Management" target="_blank" >Frankfurt School of Finance & Management</a>,Master's degree,Executive MBA (part-time),,English,,,,,"15.833,00",Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4542/,,,,,
468,2203,91,Frankfurt School of Finance & Management,<a href="https://howtoabroad.com/frankfurt-school-of-finance-and-management/" title="Frankfurt School of Finance & Management" target="_blank" >Frankfurt School of Finance & Management</a>,Master's degree,Master in Applied Data Science,,English,,,,,"8.125,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4255/,,,,,
479,2203,91,Frankfurt School of Finance & Management,<a href="https://howtoabroad.com/frankfurt-school-of-finance-and-management/" title="Frankfurt School of Finance & Management" target="_blank" >Frankfurt School of Finance & Management</a>,Master's degree,Master in Management,,English,,,,,"9.125,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4126/,,,,,
536,2203,91,Frankfurt School of Finance & Management,<a href="https://howtoabroad.com/frankfurt-school-of-finance-and-management/" title="Frankfurt School of Finance & Management" target="_blank" >Frankfurt School of Finance & Management</a>,Master's degree,Master of Finance (MSc),,English,,,,,"9.125,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4125/,,,,,
765,2203,91,Frankfurt School of Finance & Management,<a href="https://howtoabroad.com/frankfurt-school-of-finance-and-management/" title="Frankfurt School of Finance & Management" target="_blank" >Frankfurt School of Finance & Management</a>,Master's degree,MBA in International Healthcare Management,,English,,,,,"11.666,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3628/,,,,,
1000,2203,91,Frankfurt School of Finance & Management,<a href="https://howtoabroad.com/frankfurt-school-of-finance-and-management/" title="Frankfurt School of Finance & Management" target="_blank" >Frankfurt School of Finance & Management</a>,Bachelor's degree,Bachelor of Science in Business Administration (BSc),,English,,,,,"6.950,00",Winter,,7 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4380/,,,,,
1274,2203,91,Frankfurt School of Finance & Management,<a href="https://howtoabroad.com/frankfurt-school-of-finance-and-management/" title="Frankfurt School of Finance & Management" target="_blank" >Frankfurt School of Finance & Management</a>,Master's degree,Frankfurt MBA,,English,,,,,,Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4536/,,,,,
599,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Master's degree,Master of Science in Data Science,,English,NA,NO,NA,NA,none,Winter,31-05-2021 00:00,4 semesters,https://www.fu-berlin.de/en/studium/studienangebot/master/data-science/index.html,https://www.fu-berlin.de/en/studium/bewerbung/master/konsekutive-masterstudiengaenge/uni-assist/index.html,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7066/,Amar,,Phase 1,,
87,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Master's degree,China-Europe Executive Master of Business Marketing,,English,,,,,"7.333,00",Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7145/,,,,,
322,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Master's degree,Interdisciplinary Studies of the Middle East (ISME),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7007/,,,,,
514,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Master's degree,Master of Arts in North American Studies,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3606/,,,,,
523,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Master's degree,Master of Arts: Sociology – European Societies,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4081/,,,,,
535,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Master's degree,Master of European and International Business& Competition and Regulatory Law (MBL-FU),,English,,,,,"4.750,00",Winter,,2 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6880/,,,,,
538,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Master's degree,Master of Global History,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4422/,,,,,
906,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Master's degree,Social& Cognitive and Affective Neuroscience,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6295/,,,,,
991,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Bachelor's degree,Bachelor of Arts in North American Studies,,English,,,,,none,Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4612/,,,,,
1138,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Master's degree,East European Studies (MA),,German&English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3893/,,,,,
1158,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Master's degree,German-French Double Degree Master's Programme in Physics,,English&French,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4533/,,,,,
1201,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Master's degree,Master of Arts (MA) in Interdisciplinary Latin American Studies,,German&Spanish,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3890/,,,,,
1239,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Master's degree,MSc Biodiversity& Evolution& Ecology,,German&English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4013/,,,,,
1240,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Master's degree,MSc Biology,,German&English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5298/,,,,,
580,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Master's degree,Master of Science in Chemistry,16 (For Chemistry),English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3706/,,,Phase 3,,
570,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Master's degree,Master of Science in Biochemistry,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4609/,,,Phase 3,,
668,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Master's degree,Master of Science in Physics,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4154/,,,Phase 3,,
571,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Master's degree,Master of Science in Bioinformatics,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4724/,,,Phase 4,,
591,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Master's degree,Master of Science in Computational Sciences,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7055/,,,Phase 4,,
438,142,8,Freie University Berlin,<a href="https://howtoabroad.com/freie-university-of-berlin/" title="Freie Universität Berlin" target="_blank" >Freie Universität Berlin</a> ",Master's degree,MA Iranian Studies: Iran in Antiquity and Late Antiquity,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6233/,,,Phase 5,,
